STN#2  99001 10610    0 0    0 0    0 0    0 0    0 0    0 0    0 0 1070 0 1070 0 1070 0 1070 0 1070 0 1070 0 1070 0 1070 0 1070 0 1070 0    0 0    0 0    0 0    0 0    0 0    0 0    0 
STN#2  99001 20610    0 0    0 0    0 0    0 0    0 0    0 0    0 0 1110 0 1110 0 1110 0 1110 0 1110 0 1110 0 1110 0 1110 0 1110 0 1110 0    0 0    0 0    0 0    0 0    0 0    0 0    0 
STN#2  99001 30610    0 0    0 0    0 0    0 0    0 0    0 0    0 0 1431 0 1431 0 1431 0 1431 0 1431 0 1431 0 1431 0 1431 0 1431 0 1431 0    0 0    0 0    0 0    0 0    0 0    0 0    0 
STN#2  99001 40610    0 0    0 0    0 0    0 0    0 0    0 0    0 0  644 0  644 0  644 0  644 0  644 0  644 0  644 0  644 0  644 0  644 0    0 0    0 0    0 0    0 0    0 0    0 0    0 
STN#2  99001 50610    0 0    0 0    0 0    0 0    0 0    0 0    0 0  917 0  917 0  917 0  917 0  917 0  917 0  917 0  917 0  917 0  917 0    0 0    0 0    0 0    0 0    0 0    0 0    0 
STN#2  99001 60610    0 0    0 0    0 0    0 0    0 0    0 0    0 0  889 0  889 0  889 0  889 0  889 0  889 0  889 0  889 0  889 0  889 0    0 0    0 0    0 0    0 0    0 0    0 0    0 
STN#2  99001 70610    0 0    0 0    0 0    0 0    0 0    0 0    0 0 1127 0 1127 0 1127 0 1127 0 1127 0 1127 0 1127 0 1127 0 1127 0 1127 0    0 0    0 0    0 0    0 0    0 0    0 0    0 
STN#2  99001 80610    0 0    0 0    0 0    0 0    0 0    0 0    0 0 1007 0 1007 0 1007 0 1007 0 1007 0 1007 0 1007 0 1007 0 1007 0 1007 0    0 0    0 0    0 0    0 0    0 0    0 0    0 
STN#2  99001 90610    0 0    0 0    0 0    0 0    0 0    0 0    0 0 1201 0 1201 0 1201 0 1201 0 1201 0 1201 0 1201 0 1201 0 1201 0 1201 0    0 0    0 0    0 0    0 0    0 0    0 0    0 
STN#2  99001100610    0 0    0 0    0 0    0 0    0 0    0 0    0 0  843 0  843 0  843 0  843 0  843 0  843 0  843 0  843 0  843 0  843 0    0 0    0 0    0 0    0 0    0 0    0 0    0 
STN#2  99001110610    0 0    0 0    0 0    0 0    0 0    0 0    0 0  867 0  867 0  867 0  867 0  867 0  867 0  867 0  867 0  867 0  867 0    0 0    0 0    0 0    0 0    0 0    0 0    0 
STN#2  99001120610    0 0    0 0    0 0    0 0    0 0    0 0    0 0  927 0  927 0  927 0  927 0  927 0  927 0  927 0  927 0  927 0  927 0    0 0    0 0    0 0    0 0    0 0    0 0    0 
STN#2  99001130610    0 0    0 0    0 0    0 0    0 0    0 0    0 0  423 0  423 0  423 0  423 0  423 0  423 0  423 0  423 0  423 0  423 0    0 0    0 0    0 0    0 0    0 0    0 0    0 
STN#2  99001140610    0 0    0 0    0 0    0 0    0 0    0 0    0 0  393 0  393 0  393 0  393 0  393 0  393 0  393 0  393 0  393 0  393 0    0 0    0 0    0 0    0 0    0 0    0 0    0 
STN#2  99001150610    0 0    0 0    0 0    0 0    0 0    0 0    0 0  364 0  364 0  364 0  364 0  364 0  364 0  364 0  364 0  364 0  364 0    0 0    0 0    0 0    0 0    0 0    0 0    0 
STN#2  99001160610    0 0    0 0    0 0    0 0    0 0    0 0    0 0  833 0  833 0  833 0  833 0  833 0  833 0  833 0  833 0  833 0  833 0    0 0    0 0    0 0    0 0    0 0    0 0    0 
STN#2  99001170610    0 0    0 0    0 0    0 0    0 0    0 0    0 0  575 0  575 0  575 0  575 0  575 0  575 0  575 0  575 0  575 0  575 0    0 0    0 0    0 0    0 0    0 0    0 0    0 
STN#2  99001180610    0 0    0 0    0 0    0 0    0 0    0 0    0 0  703 0  703 0  703 0  703 0  703 0  703 0  703 0  703 0  703 0  703 0    0 0    0 0    0 0    0 0    0 0    0 0    0 
STN#2  99001190610    0 0    0 0    0 0    0 0    0 0    0 0    0 0  878 0  878 0  878 0  878 0  878 0  878 0  878 0  878 0  878 0  878 0    0 0    0 0    0 0    0 0    0 0    0 0    0 
