STN#2  99001 1061600060006000600060006000600070707070707070707070707070707070707070706000600060006000600060006000
STN#2  99001 2061600060006000600060006000600071107110711071107110711071107110711071106000600060006000600060006000
STN#2  99001 3061600060006000600060006000600074317431743174317431743174317431743174316000600060006000600060006000
STN#2  99001 4061600060006000600060006000600066446644664466446644664466446644664466446000600060006000600060006000
STN#2  99001 5061600060006000600060006000600069176917691769176917691769176917691769176000600060006000600060006000
STN#2  99001 6061600060006000600060006000600068896889688968896889688968896889688968896000600060006000600060006000
STN#2  99001 7061600060006000600060006000600071277127712771277127712771277127712771276000600060006000600060006000
STN#2  99001 8061600060006000600060006000600070077007700770077007700770077007700770076000600060006000600060006000
STN#2  99001 9061600060006000600060006000600072017201720172017201720172017201720172016000600060006000600060006000
STN#2  9900110061600060006000600060006000600068436843684368436843684368436843684368436000600060006000600060006000
STN#2  9900111061600060006000600060006000600068676867686768676867686768676867686768676000600060006000600060006000
STN#2  9900112061600060006000600060006000600069276927692769276927692769276927692769276000600060006000600060006000
STN#2  9900113061600060006000600060006000600064236423642364236423642364236423642364236000600060006000600060006000
STN#2  9900114061600060006000600060006000600063936393639363936393639363936393639363936000600060006000600060006000
STN#2  9900115061600060006000600060006000600063646364636463646364636463646364636463646000600060006000600060006000
STN#2  9900116061600060006000600060006000600068336833683368336833683368336833683368336000600060006000600060006000
STN#2  9900117061600060006000600060006000600065756575657565756575657565756575657565756000600060006000600060006000
STN#2  9900118061600060006000600060006000600067036703670367036703670367036703670367036000600060006000600060006000
STN#2  9900119061600060006000600060006000600068786878687868786878687868786878687868786000600060006000600060006000
STN#2  9900120061600060006000600060006000600064906490649064906490649064906490649064906000600060006000600060006000
STN#2  9900121061600060006000600060006000600064386438643864386438643864386438643864386000600060006000600060006000
STN#2  9900122061600060006000600060006000600069096909690969096909690969096909690969096000600060006000600060006000
STN#2  9900123061600060006000600060006000600071027102710271027102710271027102710271026000600060006000600060006000
STN#2  9900124061600060006000600060006000600068186818681868186818681868186818681868186000600060006000600060006000
STN#2  9900125061600060006000600060006000600073207320732073207320732073207320732073206000600060006000600060006000
STN#2  9900126061600060006000600060006000600073007300730073007300730073007300730073006000600060006000600060006000
STN#2  9900127061600060006000600060006000600067166716671667166716671667166716671667166000600060006000600060006000
STN#2  9900128061600060006000600060006000600067616761676167616761676167616761676167616000600060006000600060006000
STN#2  9900129061600060006000600060006000600065986598659865986598659865986598659865986000600060006000600060006000
STN#2  9900130061600060006000600060006000600068876887688768876887688768876887688768876000600060006000600060006000
STN#2  9900131061600060006000600060006000600066976697669766976697669766976697669766976000600060006000600060006000
STN#2  99002 1061600060006000600060006000600070637063706370637063706370637063706370636000600060006000600060006000
STN#2  99002 2061600060006000600060006000600072147214721472147214721472147214721472146000600060006000600060006000
STN#2  99002 3061600060006000600060006000600064046404640464046404640464046404640464046000600060006000600060006000
STN#2  99002 4061600060006000600060006000600069156915691569156915691569156915691569156000600060006000600060006000
STN#2  99002 5061600060006000600060006000600063906390639063906390639063906390639063906000600060006000600060006000
STN#2  99002 6061600060006000600060006000600066396639663966396639663966396639663966396000600060006000600060006000
STN#2  99002 7061600060006000600060006000600077317731773177317731773177317731773177316000600060006000600060006000
STN#2  99002 8061600060006000600060006000600064836483648364836483648364836483648364836000600060006000600060006000
STN#2  99002 9061600060006000600060006000600068826882688268826882688268826882688268826000600060006000600060006000
STN#2  9900210061600060006000600060006000600073147314731473147314731473147314731473146000600060006000600060006000
STN#2  9900211061600060006000600060006000600078547854785478547854785478547854785478546000600060006000600060006000
STN#2  9900212061600060006000600060006000600075737573757375737573757375737573757375736000600060006000600060006000
STN#2  9900213061600060006000600060006000600065306530653065306530653065306530653065306000600060006000600060006000
STN#2  9900214061600060006000600060006000600068406840684068406840684068406840684068406000600060006000600060006000
STN#2  9900215061600060006000600060006000600075107510751075107510751075107510751075106000600060006000600060006000
STN#2  9900216061600060006000600060006000600070077007700770077007700770077007700770076000600060006000600060006000
STN#2  9900217061600060006000600060006000600064626462646264626462646264626462646264626000600060006000600060006000
STN#2  9900218061600060006000600060006000600065686568656865686568656865686568656865686000600060006000600060006000
STN#2  9900219061600060006000600060006000600075267526752675267526752675267526752675266000600060006000600060006000
STN#2  9900220061600060006000600060006000600064006400640064006400640064006400640064006000600060006000600060006000
STN#2  9900221061600060006000600060006000600078627862786278627862786278627862786278626000600060006000600060006000
STN#2  9900222061600060006000600060006000600064076407640764076407640764076407640764076000600060006000600060006000
STN#2  9900223061600060006000600060006000600064586458645864586458645864586458645864586000600060006000600060006000
STN#2  9900224061600060006000600060006000600064146414641464146414641464146414641464146000600060006000600060006000
STN#2  9900225061600060006000600060006000600064176417641764176417641764176417641764176000600060006000600060006000
STN#2  9900226061600060006000600060006000600064466446644664466446644664466446644664466000600060006000600060006000
STN#2  9900227061600060006000600060006000600075107510751075107510751075107510751075106000600060006000600060006000
STN#2  9900228061600060006000600060006000600064276427642764276427642764276427642764276000600060006000600060006000
STN#2  99003 1061600060006000600060006000600073987398739873987398739873987398739873986000600060006000600060006000
STN#2  99003 2061600060006000600060006000600067186718671867186718671867186718671867186000600060006000600060006000
STN#2  99003 3061600060006000600060006000600078297829782978297829782978297829782978296000600060006000600060006000
STN#2  99003 4061600060006000600060006000600071627162716271627162716271627162716271626000600060006000600060006000
STN#2  99003 5061600060006000600060006000600072397239723972397239723972397239723972396000600060006000600060006000
STN#2  99003 6061600060006000600060006000600064496449644964496449644964496449644964496000600060006000600060006000
STN#2  99003 7061600060006000600060006000600072327232723272327232723272327232723272326000600060006000600060006000
STN#2  99003 8061600060006000600060006000600074437443744374437443744374437443744374436000600060006000600060006000
STN#2  99003 9061600060006000600060006000600078197819781978197819781978197819781978196000600060006000600060006000
STN#2  9900310061600060006000600060006000600070147014701470147014701470147014701470146000600060006000600060006000
STN#2  9900311061600060006000600060006000600075387538753875387538753875387538753875386000600060006000600060006000
STN#2  9900312061600060006000600060006000600072517251725172517251725172517251725172516000600060006000600060006000
STN#2  9900313061600060006000600060006000600066946694669466946694669466946694669466946000600060006000600060006000
STN#2  9900314061600060006000600060006000600073067306730673067306730673067306730673066000600060006000600060006000
STN#2  9900315061600060006000600060006000600077577757775777577757775777577757775777576000600060006000600060006000
STN#2  9900316061600060006000600060006000600074757475747574757475747574757475747574756000600060006000600060006000
STN#2  9900317061600060006000600060006000600064876487648764876487648764876487648764876000600060006000600060006000
STN#2  9900318061600060006000600060006000600072267226722672267226722672267226722672266000600060006000600060006000
STN#2  9900319061600060006000600060006000600073607360736073607360736073607360736073606000600060006000600060006000
STN#2  9900320061600060006000600060006000600073227322732273227322732273227322732273226000600060006000600060006000
STN#2  9900321061600060006000600060006000600068656865686568656865686568656865686568656000600060006000600060006000
STN#2  9900322061600060006000600060006000600080518051805180518051805180518051805180516000600060006000600060006000
STN#2  9900323061600060006000600060006000600085378537853785378537853785378537853785376000600060006000600060006000
STN#2  9900324061600060006000600060006000600075657565756575657565756575657565756575656000600060006000600060006000
STN#2  9900325061600060006000600060006000600068806880688068806880688068806880688068806000600060006000600060006000
STN#2  9900326061600060006000600060006000600070627062706270627062706270627062706270626000600060006000600060006000
STN#2  9900327061600060006000600060006000600071437143714371437143714371437143714371436000600060006000600060006000
STN#2  9900328061600060006000600060006000600078307830783078307830783078307830783078306000600060006000600060006000
STN#2  9900329061600060006000600060006000600082708270827082708270827082708270827082706000600060006000600060006000
STN#2  9900330061600060006000600060006000600079687968796879687968796879687968796879686000600060006000600060006000
STN#2  9900331061600060006000600060006000600077377737773777377737773777377737773777376000600060006000600060006000
STN#2  99004 1061600060006000600060006000600074007400740074007400740074007400740074006000600060006000600060006000
STN#2  99004 2061600060006000600060006000600075387538753875387538753875387538753875386000600060006000600060006000
STN#2  99004 3061600060006000600060006000600078017801780178017801780178017801780178016000600060006000600060006000
STN#2  99004 4061600060006000600060006000600081398139813981398139813981398139813981396000600060006000600060006000
STN#2  99004 5061600060006000600060006000600082608260826082608260826082608260826082606000600060006000600060006000
STN#2  99004 6061600060006000600060006000600072307230723072307230723072307230723072306000600060006000600060006000
STN#2  99004 7061600060006000600060006000600066566656665666566656665666566656665666566000600060006000600060006000
STN#2  99004 8061600060006000600060006000600070137013701370137013701370137013701370136000600060006000600060006000
STN#2  99004 9061600060006000600060006000600076017601760176017601760176017601760176016000600060006000600060006000
STN#2  9900410061600060006000600060006000600071317131713171317131713171317131713171316000600060006000600060006000
STN#2  9900411061600060006000600060006000600083638363836383638363836383638363836383636000600060006000600060006000
STN#2  9900412061600060006000600060006000600070277027702770277027702770277027702770276000600060006000600060006000
STN#2  9900413061600060006000600060006000600082878287828782878287828782878287828782876000600060006000600060006000
STN#2  9900414061600060006000600060006000600075237523752375237523752375237523752375236000600060006000600060006000
STN#2  9900415061600060006000600060006000600066146614661466146614661466146614661466146000600060006000600060006000
STN#2  9900416061600060006000600060006000600080208020802080208020802080208020802080206000600060006000600060006000
STN#2  9900417061600060006000600060006000600083648364836483648364836483648364836483646000600060006000600060006000
STN#2  9900418061600060006000600060006000600075377537753775377537753775377537753775376000600060006000600060006000
STN#2  9900419061600060006000600060006000600080388038803880388038803880388038803880386000600060006000600060006000
STN#2  9900420061600060006000600060006000600077717771777177717771777177717771777177716000600060006000600060006000
STN#2  9900421061600060006000600060006000600077597759775977597759775977597759775977596000600060006000600060006000
STN#2  9900422061600060006000600060006000600081328132813281328132813281328132813281326000600060006000600060006000
STN#2  9900423061600060006000600060006000600079077907790779077907790779077907790779076000600060006000600060006000
STN#2  9900424061600060006000600060006000600079047904790479047904790479047904790479046000600060006000600060006000
STN#2  9900425061600060006000600060006000600069796979697969796979697969796979697969796000600060006000600060006000
STN#2  9900426061600060006000600060006000600080598059805980598059805980598059805980596000600060006000600060006000
STN#2  9900427061600060006000600060006000600079117911791179117911791179117911791179116000600060006000600060006000
STN#2  9900428061600060006000600060006000600085448544854485448544854485448544854485446000600060006000600060006000
STN#2  9900429061600060006000600060006000600089188918891889188918891889188918891889186000600060006000600060006000
STN#2  9900430061600060006000600060006000600077637763776377637763776377637763776377636000600060006000600060006000
STN#2  99005 1061600060006000600060006000600073157315731573157315731573157315731573156000600060006000600060006000
STN#2  99005 2061600060006000600060006000600077887788778877887788778877887788778877886000600060006000600060006000
STN#2  99005 3061600060006000600060006000600079117911791179117911791179117911791179116000600060006000600060006000
STN#2  99005 4061600060006000600060006000600083098309830983098309830983098309830983096000600060006000600060006000
STN#2  99005 5061600060006000600060006000600067706770677067706770677067706770677067706000600060006000600060006000
STN#2  99005 6061600060006000600060006000600086108610861086108610861086108610861086106000600060006000600060006000
STN#2  99005 7061600060006000600060006000600088838883888388838883888388838883888388836000600060006000600060006000
STN#2  99005 8061600060006000600060006000600083018301830183018301830183018301830183016000600060006000600060006000
STN#2  99005 9061600060006000600060006000600089278927892789278927892789278927892789276000600060006000600060006000
STN#2  9900510061600060006000600060006000600088298829882988298829882988298829882988296000600060006000600060006000
STN#2  9900511061600060006000600060006000600081048104810481048104810481048104810481046000600060006000600060006000
